Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
2.004,3.701,3.552,-9999,0.3601,0.2112,0.1819,0.1196,0.3479,1.398,1.204,5.577,one
3.213,1.951,4.583,4.254,0.4956,0.7581,0.2881,0.2808,0.4541,0.957,0.929,-0.002441,two
3.632,1.694,4.799,4.391,0.6226,0.9485,0.2747,0.2722,0.4419,0.9888,0.9509,0.1807,two
3.865,1.707,5.503,4.526,0.6128,1.298,0.4468,0.2295,0.5664,1.041,1.033,-0.08057,two
3.762,1.587,4.882,4.86,0.6421,1.257,0.3564,0.2429,0.3894,1.189,1.074,-0.007324,two
3.649,1.528,5.544,4.541,0.6274,1.447,0.5042,0.2307,0.719,1.022,1.003,0.116,two
3.768,1.538,5.349,4.558,0.835,1.571,0.415,0.3455,0.5981,1.168,1.055,0.1086,two
3.922,1.405,5.12,4.802,0.6995,1.597,0.4236,0.3003,0.7007,1.152,1.112,-0.2417,two
3.801,1.462,5.062,4.805,0.7483,1.624,0.5872,-9999,0.7092,1.277,1.117,0.1184,two
3.783,1.273,5.14,5.114,0.7043,1.593,0.4199,0.2979,0.6909,1.19,1.075,-0.0647,two
3.777,1.199,5.365,4.651,0.752,1.77,0.3735,0.2551,0.6714,1.338,0.8862,0.1514,two
3.876,1.18,5.394,4.689,0.7629,1.614,0.4492,0.2295,0.6836,1.346,1.036,0.1855,two
3.91,1.255,4.98,4.749,0.8899,1.704,0.4224,0.3235,0.7019,1.288,1.012,0.09277,two
4.082,1.23,5.303,4.613,0.7434,1.638,0.4773,0.3052,0.7031,1.405,1.178,0.04883,two
3.822,1.2,5.227,4.789,0.7166,1.7,0.5872,0.3088,0.7056,1.407,1.124,0.1135,two
3.723,1.279,5.361,4.844,0.7263,1.587,0.3284,0.2759,0.6909,1.39,1.246,0.0415,two
4.016,1.189,5.284,4.919,0.6616,1.638,0.4578,0.2979,0.6482,1.487,1.2,0.08545,two
3.682,0.9998,5.159,4.7,0.6531,1.631,0.4236,0.4163,0.6104,1.415,1.195,0.1257,two
3.813,1.123,5.359,4.747,0.7019,1.545,0.4114,0.1453,0.5896,1.448,1.134,-0.05615,two
3.585,1.158,5.342,4.64,0.6641,1.498,0.3674,0.2258,0.5542,1.361,1.095,0.03296,two
3.861,1.183,5.648,4.556,0.5981,-9999,0.2991,0.321,0.647,1.404,1.15,-0.09277,two
3.575,1.138,4.929,4.497,0.5554,1.445,0.4675,0.1843,0.5774,1.411,1.047,0.1062,two
3.038,2.174,4.946,4.471,0.5322,0.6677,0.2515,0.1965,0.4163,1.398,1.08,0.7568,two
3.103,2.209,4.814,4.426,0.4687,0.7471,0.3564,0.2295,0.4163,1.389,1.256,0.5823,two
2.891,2.184,5.057,4.397,0.5212,0.7581,0.3174,0.2283,0.4382,1.437,1.086,0.7129,two
2.755,1.881,4.985,4.349,0.4749,0.7788,0.321,0.1257,0.3906,1.486,1.132,0.8142,two
2.728,2.119,-9999,4.119,0.4883,0.7141,0.3162,0.1526,0.4163,1.398,1.127,0.7751,two
2.863,1.975,5.282,4.081,0.5188,0.6897,0.2222,0.1843,0.3979,1.411,1.105,0.9326,two
3.077,1.958,5.363,4.104,0.5237,0.7922,0.3064,0.2039,0.498,1.511,1.073,0.697,two
3.534,-9999,4.84,4.338,0.752,1.104,0.3711,0.238,0.5298,1.365,1.13,0.8643,two
3.876,1.351,4.7,4.878,0.7471,1.39,0.4883,0.3442,0.4907,1.384,1.14,1.067,two
4.033,1.294,5.181,5.299,0.7312,1.509,0.4907,0.2771,0.5957,1.807,1.066,0.7532,two
4.243,1.136,5.295,-9999,0.8386,1.622,0.4944,0.3027,0.6677,1.533,1.13,0.8167,two
4.213,0.8984,5.056,5.027,0.7935,1.792,0.5005,0.3442,0.7178,1.719,1.212,0.6982,two
4.15,1.007,5.437,4.938,0.8643,1.846,0.4944,0.2563,0.7068,1.87,1.241,0.8496,two
4.26,0.7422,5.475,4.841,0.8374,2.014,0.3601,0.4187,0.9314,1.76,1.331,0.614,two
4.092,0.8655,5.734,5.437,0.769,1.958,0.6311,0.2881,0.7715,1.761,1.345,0.885,two
4.082,0.8191,5.511,5.43,0.7764,2.046,0.6519,0.2051,0.7825,1.87,1.3,0.8142,two
4.351,0.7117,5.746,5.262,0.6921,1.997,0.4492,0.3589,0.7617,2.003,1.37,0.9241,two
4.374,0.7764,5.708,5.322,0.7349,2.078,0.5847,0.2124,0.7788,2.104,1.387,0.6909,two
4.58,0.5371,5.205,5.438,0.8264,2.095,0.614,0.3821,0.946,2.075,1.426,0.9167,two
4.381,0.6555,5.398,4.971,0.8545,1.934,0.5664,0.3381,0.7068,2.108,1.462,0.4797,two
4.185,0.73,5.205,4.873,0.8105,2.037,0.6079,0.1038,0.7532,2.256,1.469,0.7104,two
4.13,0.7117,5.273,5.023,0.8325,1.971,0.3662,0.3772,0.8472,2.198,1.561,0.8484,two
4.147,0.6592,5.76,5.21,0.8264,1.897,0.5847,0.05981,0.7568,2.209,1.473,0.802,two
4.271,0.6421,5.531,5.111,0.7227,2.03,0.5713,0.3516,0.8191,2.316,1.473,0.8728,two
4.194,0.6226,5.74,5.093,0.802,2.026,0.4456,0.3088,0.8325,2.345,1.499,0.6824,two
4.479,0.5859,5.459,5.07,0.8789,2.146,0.5505,0.376,0.7861,2.407,1.479,0.6543,two
4.373,0.6958,5.688,5.497,0.741,1.925,0.5066,0.3308,0.791,2.538,1.56,0.5164,two
4.171,0.5457,5.262,5.195,0.7898,1.973,0.5371,0.3271,0.8398,2.659,1.516,0.8069,two
4.451,0.5725,5.25,5.039,0.7825,2.051,0.5835,0.5188,0.9705,2.588,1.505,0.5798,two
4.415,0.6335,5.298,5.273,0.8057,2.084,0.5994,0.3259,0.7739,2.584,1.606,0.6543,two
4.41,0.6641,5.449,5.044,0.7483,2.01,0.4956,0.1904,0.8984,2.682,1.538,0.8496,two
4.503,0.6116,5.719,5.103,0.8838,1.981,0.542,-9999,0.8081,2.657,1.569,0.78,two
4.489,0.4614,5.708,4.957,0.9204,2.084,0.5957,0.2734,0.835,2.665,1.51,0.7483,two
4.596,0.6274,5.432,5.068,0.9717,2.05,0.553,0.2747,0.9424,2.689,1.606,0.8606,two
4.557,0.5225,5.312,5.369,0.957,2.059,0.575,0.4138,0.8911,2.863,1.594,0.9326,two
4.465,0.6897,5.272,5.281,1.03,2.074,0.5933,0.354,0.9216,2.764,1.613,0.8948,two
4.413,0.4944,5.742,5.558,0.9814,2.135,0.8447,0.4028,0.9216,2.88,1.541,0.8167,two
4.386,0.7654,5.876,5.404,1.085,2.153,0.6836,0.3503,1.033,3.046,-9999,0.658,two
4.54,0.5127,5.461,5.363,1.089,2.22,0.6482,0.304,1.047,3.076,1.652,0.7458,two
4.573,0.603,5.649,5.551,1.063,2.202,0.6677,0.3308,1.228,3.3,1.766,1.001,two
4.6,0.5664,5.35,5.476,1.123,2.299,0.824,0.4065,1.152,3.356,1.866,0.9875,two
4.508,0.5701,5.336,5.537,1.16,2.383,0.7849,0.459,1.045,3.348,1.627,0.7776,two
4.468,0.5762,5.863,5.413,1.222,2.422,0.8301,0.5371,1.149,3.541,1.832,0.7971,two
4.424,0.5554,5.374,5.637,1.161,2.317,0.8093,0.4431,1.245,3.571,1.769,0.7288,two
4.424,0.5469,5.746,5.32,1.169,2.222,0.7068,0.3748,0.9705,3.781,1.616,0.7727,two
4.675,0.614,5.587,5.433,1.23,2.402,0.7373,0.3833,1.188,3.875,1.847,0.5518,two
4.595,0.4858,5.414,5.519,1.038,2.275,0.636,0.415,1.178,3.945,1.747,0.9021,two
4.393,0.5554,5.671,5.563,1.273,2.211,0.7971,0.4431,1.124,3.727,1.932,0.7324,two
4.547,0.5542,5.703,5.619,1.102,2.252,0.7361,0.4492,1.152,4.033,2.015,0.813,two
4.351,0.4785,5.449,5.493,1.119,2.242,0.614,0.3198,1.095,4.258,1.918,0.6836,two
4.464,0.498,5.334,5.564,1.041,2.17,0.7581,0.3723,0.9595,4.15,1.871,0.73,two
3.098,1.938,4.135,3.716,0.4272,0.3955,0.2673,0.1941,0.2649,1.378,1.069,5.366,two
3.107,1.875,4.52,3.782,0.3931,0.5322,0.2905,0.1794,0.2881,1.451,1.193,5.553,two
3.313,1.841,4.672,4.17,0.4199,0.7312,0.1501,0.1746,0.3748,1.477,1.169,5.361,two
3.379,1.859,4.86,3.772,0.4822,0.7593,0.2185,0.1819,0.4016,1.416,1.128,5.199,two
3.474,1.862,4.882,4.114,0.3918,0.8179,0.3943,0.1208,0.5139,1.44,1.276,5.393,two
3.45,1.652,5.121,4.027,0.4553,1.06,0.3894,0.238,0.4248,1.445,1.095,5.389,two
3.668,1.497,5.468,4.583,0.5566,1.095,0.3357,0.2161,0.3076,1.289,1.149,5.637,two
3.522,1.482,5.409,4.417,0.5994,1.208,0.3479,0.116,0.3674,1.528,1.169,5.658,two
3.635,1.578,5.126,4.32,0.5334,1.228,0.3052,0.1538,0.4199,1.449,1.21,5.525,two
3.551,1.523,5.509,4.192,0.3308,1.317,0.2466,0.1941,0.5054,1.509,1.141,5.187,two
-9999,1.497,5.148,4.095,0.4333,1.244,0.5542,0.2246,0.3699,1.567,1.239,5.182,two
3.391,1.577,5.564,4.338,0.5127,1.157,0.3772,0.1099,0.3479,1.45,1.16,5.494,two
3.499,1.398,4.852,4.189,0.4504,1.349,0.332,0.1855,0.3784,1.625,1.207,5.398,two
3.451,1.445,5.083,3.867,0.3552,1.201,0.2966,0.188,0.3979,1.554,1.194,5.59,two
3.577,1.359,4.708,3.826,0.3333,1.204,0.3052,-9999,0.2039,1.395,1.122,5.245,two
3.207,1.415,5.291,4.077,0.4993,1.154,0.3748,0.1892,0.4687,1.534,1.166,4.873,two
3.433,1.575,5.06,4.116,0.4041,1.125,0.3552,0.2002,0.2783,1.442,1.31,5.525,two
3.511,1.426,5.537,4.221,0.5676,1.216,0.3455,0.2161,0.3015,1.549,1.18,5.435,two
3.391,1.267,4.846,4.241,0.4944,1.313,0.3564,0.2185,0.3857,1.543,1.13,5.583,two
3.53,1.503,5.05,4.087,0.437,1.141,0.3394,0.2124,0.3577,1.594,1.166,5.393,two
3.56,1.311,-9999,4.44,0.4883,1.207,0.4272,0.2026,0.4602,1.522,1.305,5.691,two
-9999,1.439,5.447,4.132,0.5432,1.293,0.3381,0.2258,0.5298,1.57,1.198,5.491,two
3.661,1.495,5.427,4.299,0.4541,1.152,0.4065,0.3552,0.4639,1.552,1.289,5.15,two
3.828,1.383,5.487,4.402,0.5396,1.205,0.4138,0.144,0.4773,1.616,1.147,5.216,two
3.729,1.29,5.011,4.497,0.5127,1.483,0.3711,-9999,0.4932,1.569,1.129,4.794,two
3.937,1.217,5.618,4.458,0.4944,1.418,0.2087,-0.03052,0.5005,1.597,1.162,5.594,two
3.751,1.296,5.004,4.397,0.5481,1.417,0.2576,0.2991,0.4492,1.543,1.107,4.78,two
3.768,1.21,4.935,4.578,0.5615,1.322,0.3943,0.2673,0.5249,1.643,1.158,4.768,two
3.925,1.215,4.849,4.54,0.5896,1.387,0.3564,0.2795,0.5872,1.643,1.211,5.403,two
3.746,1.267,5.432,4.478,0.7043,1.504,0.3198,0.2441,0.5469,1.47,1.281,5.701,two
3.684,1.161,5.603,4.757,0.5847,1.495,0.3284,0.3271,0.5127,1.586,1.228,5.588,two
3.781,1.276,5.536,4.503,0.6055,-9999,0.3467,0.116,0.5652,1.652,1.268,5.16,two
3.883,1.062,5.444,4.548,0.5029,1.376,0.3333,0.238,0.4785,1.636,1.141,5.596,two
3.77,1.15,5.417,4.419,0.5591,1.538,0.4163,0.1917,0.5579,1.714,1.205,5.35,two
3.977,1.108,5.012,4.631,0.542,1.527,0.4285,0.2161,0.4468,1.606,1.273,5.319,two
3.914,1.088,5.69,4.434,0.4712,1.577,0.3625,0.1843,0.6531,1.722,1.3,5.676,two
3.743,1.108,5.007,4.598,0.4749,1.41,0.3748,0.2051,0.5835,1.666,1.125,5.519,two
3.729,1.141,5.081,4.232,0.6299,1.429,0.4041,0.2283,0.5457,1.697,1.207,5.438,two
3.945,1.167,4.993,4.325,0.5396,1.4,0.3491,0.1746,0.448,1.813,1.13,5.425,two
4.067,1.245,5.613,4.604,0.5225,1.493,0.3833,0.2625,0.4248,1.757,1.298,4.658,two
3.895,1.019,4.923,4.419,0.6482,1.494,0.4651,0.26,0.5176,1.741,1.248,4.803,two
3.772,1.093,5.563,4.513,0.5957,1.52,0.3015,0.2527,0.5151,1.744,1.274,5.431,two
3.883,1.04,5.261,4.547,0.5359,1.462,0.448,0.2136,0.481,1.66,1.287,4.78,two
4.08,1.068,5.114,4.436,0.52,1.355,0.5151,0.2637,0.6531,1.836,1.273,4.841,two
4.075,1.001,5.553,4.565,0.6946,1.437,0.3345,0.2502,0.5115,1.859,1.198,5.59,two
3.746,1.002,5.426,4.556,0.5115,1.5,0.4077,0.1599,0.553,1.671,1.226,5.308,two
4.003,1.085,5.061,4.563,0.6165,1.477,0.4871,0.01099,0.614,1.782,1.206,5.573,two
3.773,1.102,5.518,4.44,0.6348,1.482,0.3662,0.2637,0.4626,1.846,1.282,5.417,two
4.18,1.141,5.547,4.584,0.592,1.495,0.4468,0.26,0.4333,1.81,1.198,5.143,two
3.862,1.141,5.374,4.797,0.6494,1.573,0.4651,0.2759,0.7178,1.87,1.322,5.063,two
3.843,1.128,5.088,4.634,0.6531,1.584,0.4175,0.282,0.6091,1.89,1.312,5.47,two
4.065,1.021,5.398,4.974,0.6311,1.578,0.3845,0.2747,0.636,1.785,1.248,4.736,two
4.116,0.9302,5.498,4.655,0.6567,1.584,0.4553,0.1807,0.5322,1.869,1.238,5.703,two
3.885,1.003,5.135,4.862,0.5896,1.605,0.4224,0.3003,0.6348,2.04,1.353,5.211,two
4.124,0.8301,5.269,4.534,0.6311,1.632,0.5774,0.1746,0.5994,1.819,1.254,5.142,two
4.07,1.063,5.378,5.081,0.636,1.626,0.4248,0.2881,0.5249,2.014,1.301,4.891,two
3.795,0.9399,-9999,4.893,0.6348,1.637,0.4529,0.2087,0.5835,1.801,1.334,5.668,two
3.727,1.108,5.536,4.718,0.5798,1.445,0.3174,0.2527,0.5774,1.913,1.224,4.72,two
3.936,0.9937,4.839,4.896,0.8044,1.411,0.4578,0.2783,0.6702,1.532,1.221,0.6689,two
4.254,0.8142,5.299,5.045,0.8984,1.65,0.5139,0.2734,0.6958,1.379,1.212,0.7983,two
4.283,0.7812,5.725,4.95,0.8142,1.791,0.4407,0.343,0.7983,1.611,1.346,0.7239,two
4.448,0.8105,5.693,5.193,0.7812,1.935,0.5432,0.1709,0.7556,1.763,1.299,0.8984,two
4.22,0.7312,5.36,4.882,0.7886,1.986,0.5139,0.1428,0.6763,1.862,1.34,0.835,two
4.44,0.6396,5.189,5.234,0.9387,2.084,0.5566,0.2393,0.8118,1.876,1.34,0.8411,two
4.255,0.6519,5.72,5.437,1.021,2.109,0.6506,0.2979,0.6287,2.118,1.517,0.885,two
4.115,0.5554,5.758,5.491,0.8203,2.173,0.6689,0.3455,0.9363,2.277,1.477,0.8801,two
4.375,0.6714,5.271,5.232,0.9326,2.202,0.5945,0.3577,0.907,2.405,1.663,0.7654,two
4.182,0.5908,5.76,5.38,1.06,2.037,0.6348,0.3247,1.106,2.599,1.635,0.575,two
4.404,0.592,5.347,5.468,0.9155,1.836,0.6714,0.3455,1.025,2.71,1.588,0.6812,two
4.242,0.6689,5.222,4.973,1.083,2.113,0.5701,0.238,0.9192,2.661,1.738,0.7666,two
4.17,0.6775,5.226,5.563,1.124,2.137,0.6274,0.3821,0.9631,3,1.648,0.7483,two
4.456,0.542,5.237,5.438,1.082,2.164,0.7336,0.4089,1.122,2.979,1.536,0.8252,two
4.579,0.6909,5.449,5.38,0.99,2.113,0.4553,0.2783,0.9216,3.354,1.735,0.8618,two
4.418,0.6763,5.707,5.449,1.014,2.063,0.6641,0.4456,1.052,3.351,1.78,0.8276,two
4.121,0.6177,5.712,5.474,1.012,2.062,0.7275,0.3894,0.9314,3.395,1.693,0.6543,two
4.139,0.5408,5.205,5.359,1.09,2.026,0.6519,0.5078,0.9106,3.599,1.807,0.7996,two
4.379,0.5273,5.652,5.378,0.9668,2.008,0.5835,0.426,0.9229,3.497,1.703,0.6262,two
3.972,0.5579,5.417,5.518,1.022,1.93,0.5969,0.3308,0.9363,3.662,1.929,0.9082,two
4.014,0.5859,5.697,5.199,1.041,1.98,0.6885,0.3394,0.9412,3.779,1.753,0.7581,two
4.12,0.6335,5.269,5.066,0.9863,1.903,0.6958,0.3833,0.8325,3.812,1.835,0.6201,two
3.978,0.6458,5.375,5.271,0.896,2.083,0.6226,0.3577,0.9473,3.815,1.674,0.7263,two
4.016,0.5713,5.433,5.46,0.9204,1.958,0.5762,0.365,0.9216,3.849,1.742,0.7068,two
4.163,0.6287,5.804,5.374,0.9668,1.91,0.6531,0.3601,0.9082,3.8,1.821,0.8582,two
4.24,0.5225,5.494,5.192,-9999,1.937,0.73,0.3308,0.5444,3.859,1.782,0.6299,two
4.083,0.5701,5.349,5.189,0.8411,1.86,0.5615,0.2039,0.8374,3.822,1.742,0.7922,two
3.838,0.658,5.574,4.878,0.8826,1.871,0.7104,0.3931,0.7214,3.75,1.753,0.6641,two
4.032,0.5505,-9999,5.248,0.8301,1.864,0.5994,0.3296,0.8667,3.545,1.758,0.8411,two
4.111,0.6201,5.134,5.26,0.8923,1.853,0.5762,0.3333,0.835,3.738,-9999,0.5481,two
4.165,0.5029,5.762,5.103,0.8936,1.887,0.6787,0.3699,0.8435,3.851,1.647,0.7507,two
3.973,0.5579,5.676,4.989,0.8594,1.854,0.6104,0.249,0.6982,3.69,1.583,0.7837,two
3.8,0.5872,5.355,5.367,0.741,1.912,0.5969,0.3235,0.8948,3.567,1.648,0.7349,two
4.125,0.6116,5.365,5.299,0.835,1.868,0.5286,0.2271,0.7117,3.615,1.709,0.8276,two
4.065,0.6812,5.128,5.212,1.023,1.948,0.6958,0.2466,0.8264,3.594,1.597,0.8142,two
3.95,0.6189,5.374,5.283,0.9192,2.056,0.5115,0.3564,0.6873,3.39,1.682,0.7751,two
4.073,0.592,5.653,5.271,0.874,2.031,0.7153,0.3723,0.8459,3.562,1.613,0.8044,two
4.312,0.5933,5.43,5.017,1.022,1.923,0.636,0.3625,0.8484,3.756,1.713,0.7166,two
4.238,0.6458,5.245,4.91,1.014,2.096,0.6628,0.3491,0.8301,3.766,1.737,0.9143,two
4.407,0.7068,5.802,5.566,1.034,2.04,0.5237,0.3369,0.9485,3.746,1.771,0.7019,two
-9999,0.4309,5.156,5.092,0.9827,2.062,0.5762,0.2649,0.8899,3.834,1.825,0.6042,two
4.248,0.614,5.494,5.571,-9999,2.025,0.6714,0.5066,0.7935,3.982,1.842,0.5798,two
4.156,0.5432,5.186,5.312,0.9009,2.095,0.5872,0.2429,0.8875,3.955,1.807,0.9326,two
3.91,0.4797,5.402,5.189,-9999,1.877,0.6226,0.332,0.8496,3.986,1.711,0.7532,two
4.186,0.6006,5.634,5.137,1.077,1.859,0.5823,0.3699,1.016,4.163,1.782,0.8313,two
4.15,0.5408,5.778,5.184,1.006,1.816,0.6323,-9999,0.9473,4.291,1.696,0.7642,two
3.893,0.6055,5.133,5.505,1.094,1.921,0.7019,0.4272,0.8484,4.21,1.752,0.802,two
4.104,0.575,5.226,5.345,0.9656,1.885,0.7263,0.2209,0.8716,4.211,1.807,0.6458,two
4.105,-9999,5.787,5.414,1.044,1.893,0.675,0.3809,0.7825,4.127,1.774,0.9436,two
4.097,0.5896,5.621,5.4,1.024,1.653,0.5847,0.5566,0.8435,4.186,1.7,0.7581,two
4.161,0.5115,5.101,5.032,1.029,1.785,0.5542,0.3357,0.9155,4.31,1.771,0.7495,two
4.102,0.5298,5.347,5.135,0.9241,1.731,0.5847,0.3125,0.8496,4.292,1.804,0.719,two
4.175,0.5225,5.297,4.873,0.6982,1.742,0.5908,0.2539,0.7593,4.26,1.877,0.7031,two
4.221,1.896,4.884,5.382,0.5811,0.6372,0.2612,0.2466,0.7349,0.9937,0.9521,0.166,two
4.071,1.719,5.22,5.066,0.5151,1.047,0.304,0.2661,0.8179,1.018,1.086,0.1172,two
4.263,1.313,5.416,5.042,0.6189,1.289,0.304,0.2551,0.7874,1.099,1.1,0.1428,two
4.274,1.191,5.463,5.428,0.7092,1.51,0.4614,0.1904,0.7935,0.9497,1.135,-0.07935,two
3.955,1.116,5.354,5.315,0.7019,1.556,0.3943,0.3235,0.7898,1.227,1.2,0.07324,two
3.953,1.091,5.49,5.166,0.7202,1.655,0.5005,0.354,0.8032,1.205,1.246,0.1917,two
3.901,1.215,5.45,5.151,0.5481,1.591,0.3845,0.238,0.7971,1.174,1.306,0.009766,two
3.866,1.093,5.32,5.057,0.5701,1.495,0.3149,0.3809,0.7043,1.235,1.218,0.1099,two
3.293,2.596,4.342,4.323,0.415,0.542,0.2612,0.3076,0.3345,1.282,1.117,5.289,two
3.059,2.466,4.977,4.268,0.4663,0.7495,0.2917,0.1807,0.3821,1.326,1.144,5.62,two
3.135,2.405,5.035,4.309,0.3467,-9999,0.4199,0.2637,0.2844,1.326,1.213,5.065,two
3.245,2.386,4.664,4.127,0.5212,0.7959,0.3552,0.2588,0.387,1.306,1.107,5.405,two
3.45,2.358,4.807,4.124,0.4932,1.022,0.4346,0.1428,0.387,1.371,1.136,4.823,two
3.557,1.952,5.354,4.725,0.5994,1.118,0.4529,0.2429,0.4724,1.401,1.111,5.71,two
3.829,1.813,4.779,4.714,0.603,1.207,0.3516,0.02197,0.5273,1.486,1.176,4.938,two
3.918,1.804,5.544,4.834,0.5566,1.294,0.4578,0.1538,0.5725,1.454,1.084,5.225,two
3.901,-9999,5.681,4.567,0.5237,1.311,0.387,0.2393,0.481,1.469,1.25,5.336,two
