Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
4.991,0.6042,5.82,5.959,2.222,2.682,2.051,1.13,1.962,4.952,1.873,0.7507,three
4.729,0.6628,5.902,5.927,2.393,2.61,2.047,1.083,1.877,5.084,1.982,0.896,three
4.677,0.6702,5.554,5.9,2.322,2.738,2.063,1.008,1.924,5.103,1.929,0.7361,three
4.736,0.614,5.598,5.923,2.184,2.699,2.035,1.082,1.884,5.013,1.941,0.6799,three
4.72,0.5347,5.77,5.898,2.158,2.626,2.103,0.9985,1.902,5.198,1.914,0.8545,three
4.874,0.6055,5.592,5.919,2.345,2.583,2.115,0.8484,1.896,5.151,1.602,0.8191,three
4.912,0.603,5.721,5.918,2.161,2.683,2.032,0.946,1.847,5.105,1.836,0.9192,three
4.641,0.658,5.895,5.914,2.246,2.472,2.008,0.9705,1.866,5.059,1.89,0.7825,three
4.899,0.6604,5.823,5.828,2.233,2.683,1.954,0.9656,1.816,5.046,1.909,0.7141,three
4.777,0.5127,5.576,5.919,2.118,2.579,2.021,1.024,1.823,5.11,1.893,0.9265,three
4.662,0.5908,5.535,5.862,2.189,2.542,1.92,0.9863,1.757,5.236,1.875,0.8423,three
4.888,0.7483,5.736,5.824,2.107,2.52,1.901,0.9094,1.797,5.027,1.931,0.8972,three
4.662,0.5969,5.736,5.852,2.12,2.542,1.89,0.918,1.571,4.993,1.932,0.8679,three
4.575,0.5725,-9999,5.865,2.067,2.515,2.042,0.9167,1.721,5.068,1.697,0.7043,three
4.585,0.5627,5.651,5.906,2.015,2.466,1.93,0.9143,1.646,5.15,1.777,0.9241,three
4.722,0.6653,5.801,5.826,2.13,2.493,1.947,0.813,1.765,5.239,1.896,0.7812,three
4.512,0.7153,5.846,5.88,2.089,2.489,1.884,0.8887,1.888,4.965,1.748,0.7422,three
4.872,0.6445,5.706,5.876,2.196,2.527,1.942,0.874,1.895,4.956,1.796,0.8398,three
4.718,0.5603,5.717,5.87,2.128,2.448,1.881,0.8887,1.692,5.07,1.809,0.8337,three
4.805,0.5981,5.53,5.897,2.192,2.434,1.871,0.9497,1.866,5.085,1.724,0.813,three
4.626,0.5627,5.802,5.848,2.203,2.516,2.13,0.9753,1.803,5.005,1.825,0.8508,three
4.746,0.6189,5.806,5.867,2.178,2.562,2.02,0.9851,1.793,4.963,1.853,0.8972,three
4.839,0.5566,5.698,5.92,2.163,2.648,1.921,0.9497,1.77,4.987,1.827,0.6921,three
4.935,0.5457,5.809,5.929,2.271,2.588,2.075,0.9143,1.923,5.153,1.946,0.8057,three
4.912,0.5615,5.563,5.88,2.284,2.596,1.918,0.9485,1.835,5.002,1.72,0.8142,three
4.739,0.5457,5.857,5.875,2.261,2.583,1.896,0.6897,1.962,4.993,1.851,0.6226,three
4.714,0.564,5.775,5.892,2.294,2.562,2.062,1.082,1.83,5.068,1.823,0.8655,three
4.786,0.5139,5.591,5.85,2.2,2.572,2.067,1.093,2.059,5.092,1.88,0.7935,three
-9999,0.5542,5.579,5.93,2.253,2.634,2.117,0.9192,1.864,5.256,1.812,0.8398,three
4.636,0.5823,5.811,5.918,2.146,2.565,1.992,0.8984,1.726,5.118,1.821,0.7471,three
4.912,-9999,5.597,5.916,2.104,2.638,1.991,0.9631,1.859,5.164,1.949,0.9778,three
4.885,0.6116,5.824,5.856,2.053,2.678,2.032,0.8203,1.732,5.04,2.034,0.7617,three
4.96,0.6616,5.864,5.837,2.195,2.562,1.97,0.9302,1.892,5.015,1.842,0.8545,three
4.884,0.5969,5.549,5.88,2.168,2.45,1.83,0.9509,1.735,5.068,1.726,0.8545,three
4.875,0.5652,5.786,5.836,2.173,2.642,1.935,0.8923,1.675,5.015,1.713,0.8533,three
4.779,0.5457,5.623,5.863,2.136,2.393,1.932,0.9473,1.721,5.288,1.707,0.8716,three
4.954,0.5542,5.643,5.876,1.953,2.522,1.842,0.9155,1.766,5.137,1.704,0.7434,three
4.644,0.542,5.594,5.927,2.041,2.582,1.909,1.003,1.727,5.088,1.775,0.802,three
4.795,0.6628,5.828,5.847,2.041,2.506,1.958,0.8655,1.758,5.153,1.72,0.6689,three
4.767,0.564,5.513,5.887,2.095,2.559,1.958,0.874,1.787,5.144,1.812,0.9155,three
4.85,0.5627,5.811,-9999,1.965,2.413,1.979,0.8508,1.807,5.06,1.683,0.8032,three
4.718,0.6152,5.8,5.78,2.081,2.501,1.818,0.8264,1.741,5.02,1.74,0.6519,three
4.917,0.5835,5.663,5.63,2,2.352,1.675,0.7031,1.493,5.089,1.764,0.7703,three
4.811,0.5054,5.476,5.613,1.625,2.299,1.582,0.6519,1.281,5.044,1.609,0.918,three
4.719,0.5542,5.708,5.485,1.79,2.269,1.544,0.7092,1.459,5.051,1.538,0.8972,three
4.927,0.5615,5.854,5.952,2.081,3.219,1.968,1.038,1.904,5.1,5.364,0.6982,three
4.945,0.5505,5.867,5.952,2.148,3.168,2.028,1.134,1.942,5.059,-9999,0.4773,three
4.901,0.4272,5.854,5.885,2.163,3.044,2.059,0.8142,2.057,5.078,5.454,0.6848,three
4.791,0.3931,5.886,5.972,2.188,3.184,1.875,0.9204,1.953,5.081,5.568,0.6409,three
4.856,0.4639,5.802,5.95,2.279,3.242,1.903,0.9863,1.871,4.957,5.514,0.7898,three
4.727,0.3247,5.894,5.892,2.1,3.245,1.819,0.9216,1.792,5.011,5.291,0.7068,three
4.733,0.6152,5.911,5.911,1.997,3.135,1.825,0.8728,1.907,5.19,5.336,0.7886,three
4.919,0.5115,5.82,5.892,1.975,3.202,1.793,0.8704,1.799,4.974,5.552,0.7263,three
4.812,0.4553,5.879,5.862,2.051,3.188,1.804,0.9302,1.752,5.215,5.371,0.636,three
4.972,0.4761,5.841,5.939,1.855,3.054,1.721,0.7544,1.748,5.175,5.402,0.9058,three
4.722,0.5762,5.84,5.9,1.871,2.98,1.433,0.7837,1.676,4.989,5.485,0.7849,three
4.615,0.5042,5.875,5.908,1.676,3.036,1.575,0.8301,1.874,4.946,5.333,0.8545,three
4.747,0.4309,5.824,5.913,1.671,2.87,1.44,0.7361,1.605,4.98,5.205,0.8203,three
4.683,0.5371,5.823,5.787,1.7,2.922,1.357,0.6714,1.56,4.996,5.083,0.8289,three
4.885,0.4846,5.732,5.852,1.647,2.771,1.221,0.6409,1.522,5.143,4.904,0.7458,three
4.796,0.4895,5.728,5.778,1.908,2.786,1.3,0.675,1.586,5.057,4.746,0.9265,three
4.675,0.4749,5.752,5.684,-9999,2.841,1.45,0.697,1.499,5.072,4.038,0.697,three
4.663,0.614,5.717,5.812,2.106,2.916,1.63,0.7556,1.624,5.24,3.485,0.6909,three
4.744,0.5054,5.758,5.869,2.061,3.031,1.849,0.7715,1.73,5.079,3.077,0.9778,three
4.758,0.5188,5.782,5.84,2.097,3.085,1.768,0.8484,-9999,5.067,2.924,0.6702,three
4.868,0.531,5.775,5.865,2.156,3.053,1.903,0.8752,1.827,5.007,2.976,0.7666,three
4.744,0.5042,5.817,-9999,2.128,3.148,1.782,0.9656,1.703,5.043,3.212,0.8008,three
4.932,0.5261,5.741,5.847,2.261,3.19,1.882,0.8606,1.896,4.921,3.186,0.8643,three
4.698,0.3601,5.807,5.895,2.358,3.26,2.068,0.957,1.875,-9999,3.605,0.4919,three
4.806,0.4541,5.848,5.894,2.341,3.379,2.267,0.9851,1.747,5.098,3.882,0.8447,three
4.711,0.3918,5.936,5.951,2.295,3.312,1.992,0.9692,1.927,4.884,4.471,0.7275,three
4.845,0.4333,5.886,5.942,2.185,3.209,2.15,0.791,1.951,4.978,5.208,0.7532,three
4.979,0.4224,5.863,5.884,2.328,3.342,2.034,0.9705,1.909,5.099,5.371,0.6396,three
4.868,0.4761,5.916,5.957,2.477,3.337,2.141,0.9656,1.927,5.232,5.547,0.8533,three
4.934,0.5237,5.844,5.948,2.467,3.259,2.156,1.106,2.064,5.028,5.531,0.8154,three
4.669,0.3625,5.861,6.011,2.343,3.453,2.236,1.025,1.884,5.066,5.533,0.8118,three
4.819,0.4834,5.92,5.946,2.502,3.446,2.369,1.069,2.157,5.192,5.555,0.6921,three
4.917,0.4333,5.844,5.977,2.518,3.405,2.219,1.13,2.113,5.016,5.37,0.6323,three
4.844,0.343,-9999,5.985,2.482,3.467,2.194,1.057,2.089,4.938,5.27,0.6653,three
4.937,0.4126,5.927,5.922,2.506,3.638,2.314,1.023,2.094,5.111,5.382,0.752,three
4.993,0.4114,5.853,5.919,2.542,3.356,2.278,1.194,2.137,5.132,5.485,0.6665,three
5.01,0.415,5.942,5.953,2.502,3.601,2.155,1.156,2.006,4.995,5.311,0.8643,three
4.751,0.4297,5.922,5.952,2.478,3.597,2.218,1.174,2.023,4.977,5.354,0.8679,three
4.861,0.3455,5.944,5.995,2.542,3.577,2.345,1.165,1.997,5.21,5.432,0.8862,three
4.86,0.4907,5.916,5.944,2.534,3.566,2.347,1.088,2.201,5.121,5.455,0.6116,three
4.987,0.3992,5.9,5.986,2.479,3.619,2.432,1.085,2.169,5.06,5.316,0.8191,three
4.753,0.4114,5.933,5.959,2.471,3.501,2.333,-9999,2.106,4.935,5.453,0.6079,three
4.661,1.555,5.488,5.956,2.184,2.094,2.104,1.116,1.812,5.076,2.059,0.7983,three
4.801,1.594,5.598,5.874,-9999,2.128,2.231,1.002,1.777,4.994,-9999,0.7764,three
4.883,1.576,5.385,5.881,2.316,2.135,2.22,0.9839,1.943,5.016,2.222,0.553,three
4.622,1.415,5.391,5.996,2.302,2.18,2.135,1.044,1.949,5.101,2.198,0.8496,three
4.585,1.514,5.53,5.875,2.323,2.177,2.257,0.9949,1.868,5.131,2.396,0.8118,three
4.691,1.418,5.288,5.914,2.429,2.299,2.206,1.13,1.875,5.131,2.275,0.8411,three
4.72,1.438,5.638,5.903,2.217,2.357,2.181,1.139,1.802,5.04,2.191,0.7104,three
4.731,1.417,5.513,5.947,2.18,2.129,2.203,0.9875,1.81,5.135,2.168,0.9509,three
4.805,1.414,5.355,5.917,2.207,2.126,2.074,0.9216,1.84,5.006,2.264,0.6445,three
4.705,1.483,5.649,5.927,2.321,2.046,2.123,0.9705,1.809,5.079,2.23,0.8435,three
4.67,1.392,5.393,5.844,2.273,2.177,2.084,0.9045,1.888,5.267,2.38,0.5957,three
4.657,1.383,5.624,5.906,2.185,2.108,2.045,0.9521,1.885,5.007,2.249,0.7935,three
4.707,-9999,5.516,5.927,2.126,2.236,2.095,0.8484,1.849,5.098,2.191,0.8459,three
4.69,1.488,5.527,5.936,2.162,2.133,2.051,1.1,1.719,4.924,2.249,0.8948,three
4.705,1.223,5.734,5.935,2.137,2.111,2.168,0.9753,1.903,5.001,2.251,0.7874,three
4.772,1.399,5.314,5.896,2.321,1.942,2.069,0.99,1.942,5.029,2.209,0.8118,three
4.729,1.31,5.87,5.924,2.244,2.03,2.029,1.019,1.881,5.066,2.17,0.8191,three
4.648,1.355,5.392,5.87,2.318,2.114,2.17,1.001,1.876,5.078,2.235,0.7898,three
4.607,1.301,5.71,5.945,2.283,2.167,2.299,0.99,1.864,4.979,2.35,0.802,three
4.537,1.293,5.834,5.898,2.292,2.151,2.209,1.111,1.893,5.077,2.15,0.8313,three
4.807,1.488,5.431,5.924,2.296,2.323,2.175,0.9424,1.979,4.966,2.297,0.8569,three
4.636,1.344,5.759,5.929,-9999,2.412,2.395,1.089,1.935,5.016,2.334,0.7458,three
4.584,1.316,5.708,5.873,2.378,2.378,2.36,1.183,1.849,5.051,2.295,0.6982,three
4.756,1.298,5.599,5.918,2.349,2.394,2.281,1.03,1.893,5.061,2.329,0.8179,three
4.766,1.383,5.5,5.955,2.417,2.34,2.345,1.149,1.915,5.042,2.336,0.6348,three
4.856,1.315,5.422,5.912,2.404,2.434,2.446,1.135,2.04,5.062,2.451,0.7031,three
4.738,1.302,5.458,5.929,2.41,2.456,2.404,1.157,1.948,5.002,2.507,0.7434,three
4.558,1.241,5.557,5.95,2.371,2.455,2.343,1.199,1.93,5.045,2.43,0.7202,three
4.758,1.312,5.742,5.958,2.418,2.43,2.377,1.104,1.879,4.978,2.355,0.7532,three
4.823,1.27,5.435,5.956,2.496,2.546,2.314,1.177,1.989,5.125,2.347,0.5322,three
4.716,1.122,5.47,5.918,2.324,2.397,2.245,1.036,1.857,5.065,2.45,0.6458,three
4.705,1.184,5.729,5.947,2.278,2.395,2.144,1.107,1.982,5.137,2.488,0.8374,three
4.595,1.384,5.568,5.903,2.24,2.324,2.285,1.082,1.904,4.988,2.363,0.6726,three
4.597,1.211,5.455,5.892,2.408,2.354,2.258,0.9644,2.017,5.164,2.312,0.9204,three
4.805,1.136,5.457,5.958,2.39,2.358,2.283,0.9167,1.843,5.035,2.451,0.6409,three
4.904,1.177,5.41,5.941,2.393,2.434,2.372,1.083,1.899,5.16,2.35,0.7166,three
4.655,1.31,5.735,5.917,2.441,2.277,2.303,1.055,2.009,5.034,2.229,0.6897,three
4.802,1.221,5.459,5.913,2.307,2.369,2.211,1.099,1.799,5.076,2.335,0.8154,three
4.843,1.091,5.416,5.948,2.321,2.324,2.203,1.046,1.855,5.07,2.4,0.7556,three
4.609,1.318,5.447,5.892,2.335,2.284,2.167,1.052,1.782,4.946,2.428,0.7849,three
4.542,-9999,5.455,5.874,2.303,2.269,2.288,0.8899,1.748,4.983,2.277,0.5762,three
4.812,1.185,5.414,5.813,2.238,2.136,1.992,0.8667,1.617,5,2.157,0.7605,three
4.724,1.155,5.878,5.774,1.993,2.139,1.825,0.6702,1.536,5.063,2.153,0.6982,three
4.684,1.274,5.574,5.607,1.949,2.006,1.771,0.6848,1.316,5.054,2.015,0.5505,three
4.812,1.259,5.454,5.751,1.743,2.068,1.62,0.6445,1.503,5.045,1.984,0.8887,three
4.592,1.211,5.732,5.646,1.917,1.853,1.599,0.575,1.296,5.138,1.79,-9999,three
4.583,1.26,5.298,5.372,1.68,1.783,1.637,0.7727,1.324,5.151,1.81,0.7031,three
4.912,0.7605,5.604,5.887,2.235,2.297,2.046,1.036,1.799,5.212,2.025,0.6702,three
4.716,0.8374,5.646,5.928,2.216,2.366,1.932,1.055,1.86,5.05,1.992,0.7324,three
4.789,0.6628,5.61,5.902,2.203,2.412,2.01,0.9656,1.907,5.1,2.141,0.7178,three
4.926,0.6799,5.807,5.848,2.225,2.303,1.962,0.8679,1.774,4.911,1.963,0.9155,three
4.839,0.813,5.601,5.89,2.318,2.206,1.857,0.8887,1.75,5.112,1.991,0.8398,three
4.905,0.6238,5.83,5.891,2.178,2.268,1.98,0.9521,1.713,5.164,2.126,0.835,three
4.805,0.7812,5.626,5.85,2.242,2.322,2.067,0.8264,1.687,5.115,1.921,0.8923,three
4.674,0.7019,5.559,5.909,2.303,2.235,1.996,0.8606,1.826,5.087,1.973,0.6775,three
4.868,0.6421,5.635,5.909,2.179,2.247,1.997,0.8374,1.785,5.072,1.887,0.7117,three
4.884,0.6348,5.786,5.865,2.142,2.258,1.921,0.8276,1.812,4.968,1.813,0.7104,three
4.902,0.5688,-9999,5.908,2.205,2.31,1.826,0.9265,1.738,4.933,1.895,0.6982,three
4.76,0.7141,5.548,5.87,2.174,2.36,1.946,0.9692,1.763,5.114,1.971,0.8069,three
4.913,0.7434,5.759,5.842,2.037,2.26,1.88,0.8777,1.719,5.077,1.97,0.9155,three
4.824,0.614,5.713,5.845,2.02,2.239,1.897,0.8081,1.724,4.988,1.984,0.8362,three
4.675,0.697,5.554,5.891,2.118,2.097,1.724,1.052,1.752,5.073,1.797,0.7532,three
4.673,0.7397,5.465,5.88,2.133,2.139,1.857,0.8093,1.727,4.955,1.89,0.8997,three
4.89,0.6213,5.809,5.828,2.151,2.133,1.799,0.7922,1.719,5.133,1.901,0.6372,three
4.607,0.8093,5.728,5.869,2.076,2.13,1.689,0.8435,1.782,5.088,1.913,0.7654,three
4.841,0.6812,5.771,5.867,2.107,2.175,1.763,0.9045,1.675,5.123,1.84,0.8459,three
4.899,0.7495,5.702,5.748,1.979,2.031,1.683,0.7129,1.68,4.951,1.898,0.8472,three
4.85,0.7825,5.773,5.833,2.019,2.175,1.685,0.8044,1.692,5.09,1.749,0.9033,three
4.675,0.7532,5.714,5.881,2.031,2.014,1.688,0.8228,1.692,5.004,1.735,1.031,three
4.851,0.7471,5.688,5.896,2.1,2.136,1.769,0.7397,1.675,5.205,1.802,0.7983,three
4.918,0.7324,5.504,5.835,1.926,2.188,1.716,0.8459,1.914,5.122,1.785,0.7043,three
4.724,0.6946,5.789,5.829,2.057,2.078,1.652,0.7739,1.707,5.101,1.749,0.7605,three
4.9,0.6201,5.77,5.835,2.058,2.03,1.708,-9999,1.792,4.973,1.697,0.5615,three
4.785,0.7849,5.615,5.83,2.061,2.103,1.718,0.7153,1.705,4.943,1.709,0.8215,three
4.684,0.7336,5.728,5.883,1.975,1.997,1.792,0.7849,1.678,5.205,1.715,0.6995,three
4.62,0.8215,5.721,5.814,2.089,2.216,1.742,0.8167,1.653,5.061,1.727,0.7593,three
4.62,0.6934,5.488,5.847,1.962,2.095,1.736,0.8008,1.622,4.949,1.628,0.7373,three
4.52,0.7678,5.707,5.664,1.91,2.109,1.61,0.6934,1.615,5.059,1.66,0.6812,three
4.565,0.6177,5.823,5.583,1.81,1.73,1.444,0.5835,1.471,5.182,1.555,0.741,three
4.816,0.6335,5.46,5.352,1.781,1.941,1.25,0.5872,1.179,4.924,1.626,0.9546,three
4.531,0.8447,5.566,5.404,1.843,1.899,1.289,0.5103,1.185,4.955,1.541,0.8093,three
4.595,0.7092,5.569,5.387,1.592,1.974,1.012,0.5176,1.072,5.063,1.53,0.8057,three
4.698,0.7751,5.519,5.464,1.521,1.815,0.9827,0.4724,1.182,4.928,1.469,0.7397,three
4.012,4.614,5.096,5.369,0.9033,0.8264,0.5823,0.1892,0.6665,1.458,1.041,0.8484,three
3.905,4.353,5.049,5.537,0.8655,1.049,0.6372,0.3003,0.7568,1.462,1.127,0.7251,three
4.001,4.408,5.133,5.272,0.9741,1.172,0.5835,0.2563,0.7507,1.597,1.168,0.8203,three
4.001,4.48,4.994,5.048,0.9949,1.063,0.6702,0.321,0.7959,1.652,1.246,0.9302,three
4.011,4.564,5.387,4.985,1.006,1.262,0.7483,0.304,0.8813,1.639,1.011,0.8313,three
4.199,4.508,5.411,5.334,0.9497,1.334,0.7617,0.3027,0.8057,1.819,1.224,0.8215,three
4.143,4.646,5.697,5.521,0.8582,1.359,0.7385,0.3003,0.863,1.921,1.156,0.8447,three
3.982,4.42,5.226,5.266,1.104,1.388,0.7043,0.4395,0.769,1.904,1.191,0.8875,three
4.285,4.336,5.334,5.393,1.14,1.471,0.802,0.3186,0.8728,2.167,1.176,0.8301,three
4.333,4.48,5.404,5.153,0.9924,1.343,0.7361,0.3577,0.8691,1.978,1.172,0.8911,three
4.327,4.331,5.355,5.288,1.039,1.57,0.7837,0.4333,0.874,2.048,1.193,0.8557,three
4.205,4.475,5.508,5.199,1.11,1.454,0.7971,0.3906,0.8655,2.205,1.151,0.957,three
4.232,4.304,5.543,5.59,1.011,1.636,0.6067,0.3809,1.013,2.268,1.228,0.9985,three
4.243,4.327,5.245,5.464,1.161,1.619,0.8276,0.3687,0.9949,2.424,1.249,0.8667,three
4.49,4.58,5.614,5.621,1.182,1.514,0.7898,0.4077,0.8167,2.38,1.267,0.9595,three
4.215,4.551,5.57,5.367,1.235,1.611,0.7544,0.304,0.9424,2.358,1.288,0.5896,three
4.396,4.366,5.234,5.249,1.173,1.504,0.8582,0.3259,0.9802,2.484,1.151,0.8704,three
4.368,4.594,5.387,5.603,1.041,1.429,0.9668,0.4419,0.9839,2.476,1.213,0.7703,three
4.135,4.353,5.374,5.446,1.111,1.495,0.9558,0.3052,1.052,2.578,1.261,0.8472,three
4.178,4.658,5.226,5.222,1.11,1.484,0.7751,-9999,0.8276,2.787,1.296,0.719,three
4.319,4.418,5.227,5.392,1.182,1.521,0.8972,0.5688,0.8545,2.69,1.263,0.7666,three
4.33,4.446,5.507,5.695,1.206,1.58,0.8911,0.4932,0.9033,2.771,1.342,0.9753,three
4.197,4.663,5.444,5.515,1.157,1.705,0.8496,0.3625,0.8801,2.941,1.211,0.6384,three
4.426,4.34,5.466,5.691,1.121,1.53,0.8301,0.332,0.9485,2.755,1.364,0.8325,three
4.343,4.347,5.791,5.359,1.287,1.572,0.8862,0.3101,0.9094,2.992,1.213,0.752,three
4.539,4.434,5.265,5.649,1.182,1.743,0.8142,0.3662,0.9924,3.015,1.337,0.6934,three
4.373,4.498,5.657,5.444,1.237,1.52,0.7849,0.426,0.9509,3.053,1.322,0.7654,three
4.315,4.653,5.222,5.481,1.149,1.652,0.9888,0.4297,0.9583,3.148,1.348,0.8179,three
4.562,4.297,5.715,5.249,1.239,1.488,0.9167,0.5688,1.006,3.11,1.326,0.6689,three
4.192,4.281,5.53,5.17,1.179,1.493,0.9229,0.4504,1.049,3.064,1.321,0.7239,three
4.254,4.624,5.295,5.267,1.104,1.533,0.8044,0.3918,0.9814,3.188,1.323,0.9167,three
4.508,4.485,5.613,5.375,1.177,1.583,0.8167,0.2515,0.9448,3.101,1.318,0.8813,three
4.448,-9999,5.309,5.243,1.204,1.589,0.9204,0.4382,1.007,3.181,1.326,0.9253,three
4.459,4.326,5.261,5.651,1.228,1.687,0.9387,0.4248,0.824,3.148,1.29,0.6897,three
4.651,4.63,5.251,5.216,1.289,1.664,0.9473,0.3662,0.9167,3.242,1.216,0.8301,three
4.491,4.578,5.331,5.286,1.266,1.71,0.9448,0.5139,0.8618,3.369,1.26,0.769,three
4.396,4.395,5.507,5.449,1.256,1.571,0.7727,0.3979,0.9448,-9999,1.322,0.8508,three
-9999,4.365,5.686,5.212,1.245,1.584,0.8508,0.437,0.9326,3.112,1.331,0.7104,three
4.297,-9999,5.79,5.658,1.013,1.609,0.9033,0.3809,0.9888,3.199,1.301,0.7617,three
4.316,-9999,5.459,5.419,1.141,1.56,0.907,0.3857,0.9277,3.179,1.311,0.8044,three
4.22,4.607,5.284,5.575,1.248,1.477,0.9192,0.3711,0.9338,3.065,1.304,0.8667,three
4.268,4.341,5.798,5.649,1.115,1.666,0.8521,0.4236,0.9863,3.154,1.376,0.9082,three
4.337,4.604,5.684,5.363,1.064,1.586,0.907,0.3748,1.072,3.234,1.279,0.7202,three
4.326,4.381,5.697,5.37,1.123,1.458,0.8472,0.3625,0.9143,3.116,1.207,0.6909,three
4.432,4.331,5.731,5.323,1.149,1.544,0.8911,0.293,0.9009,3.048,1.384,0.8008,three
4.319,4.565,5.739,5.332,1.125,1.47,0.7532,0.4163,0.9424,3.036,1.373,0.6897,three
4.231,4.432,5.652,5.491,1.006,1.584,0.9448,0.1428,0.9058,3.142,1.237,0.8423,three
4.233,4.412,5.58,5.115,1.173,1.549,0.7605,0.4138,0.8081,3.003,1.315,0.8997,three
4.257,4.43,5.233,5.621,1.208,1.565,0.8142,0.2869,0.9241,2.904,1.084,0.824,three
4.376,4.448,5.762,5.468,1.062,1.586,0.7922,0.2905,0.8276,2.947,1.208,0.9509,three
4.358,4.397,5.494,5.448,1.111,1.56,0.636,0.3687,0.8191,2.834,1.249,0.7129,three
4.325,4.369,5.515,5.133,1.124,1.72,0.8203,0.3625,0.9192,3.005,1.287,0.7397,three
4.238,4.65,5.369,5.156,1.161,1.527,0.8374,0.3198,0.9241,2.972,1.279,0.9253,three
4.366,4.441,5.707,5.229,1.033,1.648,0.7312,0.4309,0.8069,2.859,1.163,0.8875,three
4.192,4.442,5.496,5.435,1.1,1.541,0.8386,0.3796,0.8374,2.764,1.213,0.8643,three
4.142,4.675,5.646,5.593,1.104,1.544,0.7324,0.3259,0.802,2.891,1.179,0.8643,three
4.446,4.636,5.634,4.982,1.066,1.473,0.78,0.4907,0.8533,2.841,1.171,0.8362,three
4.707,1.295,5.842,5.687,1.385,3.077,0.9558,0.5176,1.15,5.098,1.602,0.6604,three
4.839,1.243,5.811,5.635,1.332,3.324,0.9387,0.4016,1.333,5.088,1.671,0.8411,three
4.644,1.284,5.773,5.637,1.439,3.226,1.05,0.4199,1.273,5.082,1.725,0.7947,three
4.922,1.071,5.847,5.688,1.39,3.22,1.117,0.5261,1.213,5.085,1.768,0.8435,three
4.828,1.095,5.791,5.42,1.346,3.262,0.9521,0.5237,1.23,5.126,1.954,0.9241,three
4.728,1.012,5.747,5.503,1.373,3.19,1.041,0.5676,1.246,4.972,2.012,0.719,three
4.663,1.035,5.846,5.513,1.438,3.156,1.049,0.5273,1.255,4.982,1.978,0.7153,three
4.875,1.068,5.813,5.568,1.536,3.085,1.029,0.5396,1.377,5.027,2.158,0.7629,three
4.685,1.031,5.874,5.582,1.448,3.187,1.134,0.5139,1.162,5.105,2.135,0.6738,three
4.617,1.073,5.83,5.315,1.545,3.114,1.106,0.5017,1.334,4.921,2.413,0.8887,three
4.778,0.9595,5.781,5.343,1.411,3.253,1.139,0.5054,1.173,5.063,2.391,0.7043,three
4.969,1.006,5.765,5.406,1.395,3.173,1.082,0.5505,1.199,5.085,2.583,0.7605,three
4.768,1.045,5.721,5.321,1.417,3.226,1.024,0.5444,1.082,5.068,2.671,0.6091,three
4.675,1.089,5.774,5.37,1.331,3.224,1.09,0.4663,1.261,5.02,2.769,0.7971,three
4.927,1.084,5.767,5.619,1.418,3.196,0.9192,0.5359,1.293,4.983,2.928,0.896,three
4.885,1.042,5.771,5.323,1.472,3.164,0.9937,0.4907,1.207,5.044,2.867,0.658,three
4.703,1.091,5.767,5.469,1.4,2.942,1.143,0.5383,1.318,5.006,4.252,0.7922,three
4.951,1.129,5.795,5.212,1.439,3.081,1.027,0.5652,1.195,5.039,5.254,0.7886,three
4.861,1.111,5.79,5.284,1.462,3.074,1.025,0.3455,-9999,5.117,5.282,0.7385,three
4.993,1.082,5.808,5.612,1.37,3.143,1.007,0.4895,1.288,4.999,5.383,0.9351,three
4.664,1.068,5.808,5.286,1.344,-9999,1.112,0.5334,1.283,5.172,5.553,0.7874,three
4.619,1.091,5.85,5.21,1.406,3.252,1.149,0.5334,1.278,5.226,5.625,0.8813,three
4.584,1.125,5.824,5.308,1.44,3.097,1.135,0.4663,1.182,4.996,5.391,0.7935,three
4.899,1.16,5.747,5.216,1.51,3.112,1.25,0.6384,1.24,4.984,5.396,0.6641,three
4.648,1.042,5.754,5.43,1.309,3.083,1.146,0.5652,1.282,5.205,5.366,0.8423,three
4.681,1.115,5.828,5.178,1.333,3.092,1.106,0.5383,1.187,5.043,5.529,0.7239,three
4.644,1.008,5.797,5.688,1.403,3.087,1.118,0.5115,1.176,5.079,5.378,0.6531,three
4.717,0.8862,5.748,5.308,1.417,2.971,1.165,0.5872,1.218,5.061,5.537,0.7678,three
4.792,0.9631,5.8,5.259,1.445,3.055,1.123,0.5798,1.226,4.995,5.476,0.8472,three
4.607,0.9583,5.801,5.382,1.326,2.95,1.033,0.6079,1.257,5.071,5.242,0.7959,three
4.918,1.012,5.774,5.579,1.349,3.018,1.011,0.5554,1.224,5.077,5.492,0.8142,three
4.718,0.9595,5.707,5.261,1.364,2.981,1.04,0.5457,1.042,5.118,5.311,0.8813,three
4.778,0.9583,5.68,5.482,1.379,2.985,1.115,0.5359,1.075,5.092,5.402,0.8447,three
4.86,0.8691,5.771,5.558,1.376,2.994,0.9766,0.5164,1.074,5.198,5.426,0.8594,three
-9999,1.001,5.715,5.116,-9999,2.977,0.9985,0.5432,1.075,5.106,5.347,0.6519,three
4.607,0.8862,5.635,5.336,1.294,2.928,1.024,0.5823,1.061,4.966,5.428,0.9424,three
4.822,0.9021,5.737,5.056,1.24,2.893,1.011,0.5054,1.027,5.051,5.479,0.9229,three
3.953,3.716,5.225,5.026,0.6824,0.8875,0.459,0.2747,0.4944,1.32,1.058,0.8569,three
